id,sort,title,content,legend,image
44,27,How to select objects « Query Tool »,"<ol type=""1""><li>Choose a dataset from the topic « Aviation » (e.g. Air navigation obstacles). All datasets whose attributes are searchable, can be used in this tool. <a href=""//api3.geo.admin.ch/api/faq/index.html#which-layers-are-searchable"" target=""_blank"">Here’s an overview of those datasets</a>.</li>
<li>Choose « Object information » from the « Tools » section</li>
<li>To select all objects (200 as a maximum!) inside a map perimeter, use CTRL (cmd on Mac) and draw a rectangle on the map</li><br /><img src=""/help/img/44a_e.png""><br /><br /><b><u>Select objects by attributes with types date or numeric</u></b><br /><br /><li>Objects can be searched by predefined or user defined <b>queries</b></li>
<li>Set the query parameters by choosing a dataset,</li>
<li>an <b>attribute</b>, an <b>operator</b>,</li>
<li>and by entering a <b>value</b> (numeric or date).</li>
<li>Several queries can be combined with an AND operation.</li><br />Finish your query by clicking « Search ». The objects corresponding to the query are highlighted in the map and appear inside the result list. A maximum of 200 objects can be selected.<br /><br /><img src=""/help/img/44b_e.png""><br /><br /><b><u>Select objects by attributes with type domain</u></b><br />It is possible to search by attributes with domain values (e.g. the status of Air navigation obstacles).<br /><br /><li>Choose the attribute « Status » from the dropdown menu</li>
<li>Click here in order to display all <b>occurring values</b> of the attribute</li>
<li>Choose operator  « ilike » =  or « not ilike » !=</li></ol>Finish your query by clicking « Search ». The objects corresponding to the query are highlighted in the map and appear inside the result list. A maximum of 200 objects can be selected.",,/help/img/blank.png
50,28,LINKING & INTEGRATION,#,,
52,29,Send/save/iFrame of the current map,"<b> Save current map display or send it by e-mail send to other people </b>

Using the ""Share"" function, the current map content (layers, location, zoom level) will be stored as link (URL) and can be send as e-mail or via social media.<br>
<img src=""/help/img/52d.png""><br>
<b>Map integration in a Web page using iFrame</b>

The code to integrate in your web page is automatically generated. By clicking on ""show more"", you can configure the dimensions of the map. Then just copy the code in the web page.<br>
<img src=""/help/img/52bd.png""><br>
The code of our example:
<p class=""test"" style=""text-align: left;font-style: italic; color: #069;"">&lt;iframe src='//map.geo.admin.ch/embed.html?X=171954.23&Y=640698.99&zoom=3&lang=en&topic=ech&bgLayer=ch.swisstopo.pixelkarte-grau' width='400' height='300' frameborder='0' style='border:0'&gt;&lt;/iframe&gt;</p>
gives the following result:<br>
<iframe src='//map.geo.admin.ch/embed.html?X=171954.23&Y=640698.99&zoom=3&lang=en&topic=ech&bgLayer=ch.swisstopo.pixelkarte-grau' width='400' height='300' frameborder='0' style='border:0'></iframe>
",,/help/img/blank.png
53,30,Save/send a link to an object,"With some vector data-sets (points, lines and areas) it is possible to generate a link (URL) direct to an object on the map. 
When “Object information” is viewed, the bottom line is “Link to object”. One click centres the object in the current window; 
a double click opens it in a new window with the object centred. The “Link” function can then be used to copy the URL then save it or send it in an e-mail.",,/help/img/53d.png
54,31,Use parameters to call up a map,"Preset parameters can be used to call up the map viewer with predefined data-sets (layers), language, location of centre of view and scale: api3.geo.admin.ch [//api3.geo.admin.ch]
<table width=""570"">
<tr>
<td bgcolor=""#eeeeee"" valign=""top"" width=""100""><span style=""font-weight:bold; font-size:11px;"">Parameter</span></td>
<td bgcolor=""#eeeeee"" valign=""top"" width=""150""><span style=""font-weight:bold; font-size:11px;"">Description</span></td>
<td bgcolor=""#eeeeee"" valign=""top"" width=""310""><span style=""font-weight:bold; font-size:11px;"">Example</span></td>
</tr>
<tr>
<td valign=""top"" width=""100"">lang</td>
<td valign=""top"" width=""150"">Language of the interface: de, fr, it, rm or en</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?lang=rm"" target=""_blank"">http://map.geo.admin.ch/?lang=rm</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">zoom</td>
<td valign=""top"" width=""150"">Zoom level, from 0 to 13</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?zoom=12"" target=""_blank"">http://map.geo.admin.ch?zoom=12</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">Y, X</td>
<td valign=""top"" width=""150"">Easting value (from 450‘000 to 900‘000) Northing value, ranging from 50‘000 to 350‘000 (always smaller than Y)</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?Y=600000&amp;X=190000"" target=""_blank"">http://map.geo.admin.ch?Y=600000&amp;X;=190000</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">topic</td>
<td valign=""top"" width=""150"">Topics with corresponding datasets: blw, are, bafu, swisstopo, kgs, funksender, nga, ivs, sachplan, geol, luftbilder, wildruhezonen, vu, inspire, ech</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?topic=vu"" target=""_blank"">http://map.geo.admin.ch?topic=vu</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">bgLayer</td>
<td valign=""top"" width=""150"">Base layer: one of ch.swisstopo.pixelkarte-farbe, ch.swisstopo.pixelkarte-grau ou voidLayer (fond blanc)</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau"" target=""_blank"">http://map.geo.admin.ch?bgLayer=ch.swisstopo.pixelkarte-grau</a></td>
</tr>
<tr>
<td height=""143"" valign=""top"" width=""100"">layers</td>
<td valign=""top"" width=""150"">Layer to display, for a complete list KML layers are supported with a || separated list with: KML||kml url WMS layers are supported with a || separated list with: WMS||layer title||wms url||layer name</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?layers=WMS||Geothermie||http://wms.geo.admin.ch/?||ch.swisstopo.geologie-geophysik-geothermie,ch.ensi.zonenplan-notfallschutz-kernanlagen,KML||http://www.meteoschweiz.admin.ch/web/de/klima/messsysteme/boden/google_earth.Par.0007.DownloadFile.ext.tmp/obs.kml"" target=""_blank"">
http://map.geo.admin.ch/?layers=WMS<br/>
||Geothermie||http://<br/>
wms.geo.admin.ch/?||ch.<br/>
swisstopo.geologie-geophysik-geothermie,
<br/>ch.ensi.zonenplan-notfallschutz-<br/>
kernanlagen,KML||http://<br/>
www.meteoschweiz.admin.ch/web/de/klima<br/>
/messsysteme/boden/google_earth.<br/>
Par.0007.DownloadFile.ext.tmp/obs.kml</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">layers_opacity</td>
<td valign=""top"" width=""150"">Layers opaciy, should match number of layers (0-1.0)</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?layers=ch.swisstopo.hiks-dufour&amp;layers_opacity=0.5"" target=""_blank"">http://map.geo.admin.ch?layers=ch.swisstopo.hiks-<br/>dufour&amp;layers_opacity=0.5</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">layers_visibility</td>
<td valign=""top"" width=""150"">Toggle the visibility of layers present in the tree</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?layers=ch.swisstopo.hiks-dufour&amp;layers_visibility=False"" target=""_blank"">http://map.geo.admin.ch?layers=ch.swisstopo.hiks-<br/>dufour&amp;layers_visibility=False</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">layers_timestamp</td>
<td valign=""top"" width=""150"">Timestamp list (format  YYYYMMDD). One timestamp per Layer, empty if not a ""timeEnabled"" Layer.<br>
Special case YYYYMMDD ""99991231"": all data of all years are displayed (default value).</br></td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?layers_timestamp=19971231,19991231,19981231,20001231,99991231,2014,&amp;X=190000.00&amp;Y=660000.00&amp;zoom=1&amp;lang=fr&amp;topic=luftbilder&amp;bgLayer=ch.swisstopo.pixelkarte-grau&amp;layers=ch.swisstopo.lubis-luftbilder_schwarzweiss,ch.swisstopo.lubis-luftbilder_farbe,ch.swisstopo.lubis-luftbilder_infrarot,ch.swisstopo.lubis-luftbilder-dritte-firmen,ch.swisstopo.lubis-luftbilder-dritte-kantone,ch.swisstopo.lubis-bildstreifen,ch.swisstopo.images-swissimage.metadata&amp;catalogNodes=1179,1180,1186,1184"" target=""_blank"">http://map.geo.admin.ch/?layers_timestamp=19971231,19991231,19981231,20001231,99991231,2014,&amp;X;=190000.00&amp;Y;=660000.00&amp;zoom;=1〈=fr&amp;topic;=luftbilder&amp;bgLayer;=ch.swisstopo.pixelkarte-grau&amp;layers;=ch.swisstopo.lubis-luftbilder_schwarzweiss,ch.swisstopo.lubis-luftbilder_farbe,ch.swisstopo.lubis-luftbilder_infrarot,ch.swisstopo.lubis-luftbilder-dritte-firmen,ch.swisstopo.lubis-luftbilder-dritte-kantone,ch.swisstopo.lubis-bildstreifen,ch.swisstopo.images-swissimage.metadata&amp;catalogNodes;=1179,1180,1186,1184</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">time</td>
<td valign=""top"" width=""150"">Year (format : YYYY). Can be used with all ""timeEnabled"" layers.<br>
Special case WMS:  YYYY empty means that the data of all years are displayed (default value).</br></td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?layers=ch.swisstopo.lubis-luftbilder_farbe&amp;time=1981"" target=""_blank"">http://map.geo.admin.ch/ 
		<br>?layers=ch.swisstopo.lubis-luftbilder_farbe&amp;time;=1981</br></a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">(layer    bod id)</td>
<td valign=""top"" width=""150"">Layer bod id from which to highlight feature(s) with id</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?ch.bafu.bundesinventare-moorlandschaften=212,213"" target=""_blank"">http://map.geo.admin.ch/?ch.bafu.bundesinventare-moorlandschaften=212,213</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">crosshair</td>
<td valign=""top"" width=""150"">crosshair=, possible type: cross, circle, bowl, point and marker</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?Y=538700&amp;X=165890&amp;zoom=6&amp;crosshair=circle"" target=""_blank"">http://map.geo.admin.ch/?Y=538700&amp;<br/>X=165890&amp;zoom=6&amp;crosshair=circle</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">swisssearch</td>
<td valign=""top"" width=""150"">swisssearch=<br>Address or WGS84-Coordinates</br></td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?swisssearch=berges 37 payerne"" target=""_blank"">http://map.geo.admin.ch/?swisssearch=<br/>berges 37 payerne</a>
<br><br>
<a href=""http://map.geo.admin.ch/?swisssearch=7.04983,46.42928"" target=""_blank"">http://map.geo.admin.ch/?swisssearch=7.04983,46.42928</a></br></br></td>
</tr>
<tr>
<td valign=""top"" width=""100"">swipe_ratio</td>
<td valign=""top"" width=""150"">Value between 0 and 1 defining the relative position of the swipe elements visible in the compare mode</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?swipe_ratio=0.5&amp;bgLayer=ch.swisstopo.pixelkarte-farbe&amp;layers=ch.swisstopo.geologie-geotechnik-gk200"" target=""_blank"">http://map.geo.admin.ch/?swipe_ratio=0.5&amp;bgLayer;=ch.swisstopo.pixelkarte-farbe&amp;layers;=ch.swisstopo.geologie-geotechnik-gk200</a></td>
</tr>
</table>
",,/help/img/54d.png
55,32,Offline mode for mobile,"Offline for a map extent of 10x10km up to a scale of 1:25’000, no tooltips. <br><u>Currently available only on mobile devices.</u>

1. Use a stable internet connection, hit «ok» to validate the download
Don’t close the browser or lock your device. If you encounter problems/no progress during the process: delete the browsercache of your device. Deactivate «Private» mode
Wait until download has been completed, hit «ok»

2. If no internet connection is available - website toggles into offline mode
3. Offline functions: display saved extent and data

<b>Show extent:</b> data within red rectangle is available for offline use
<b>Zoom to extent:</b> zoom directly to your area
<b>Delete saved map extent:</b> ensure Internet connection and use the delete map function and a new map extent for offline can be added

<b>Instructions on Slideshare:</b> [http://de.slideshare.net/swiss_geoportal/mobilegeoadminch-re1/32]",,/help/img/55d.png
59,33,DRAW & MEASURE FUNCTIONS,#,,
66,34,"All ""draw/measure"" functions","1- <a href=""/help/?id=91&lang=en"" target=""_self"">Add <b>symbol</b></a><br>
2- <a href=""/help/?id=92&lang=en"" target=""_self"">Add <b>text</b></a><br>
3- <a href=""/help/?id=93&lang=en"" target=""_self"">Add <b>line / polygon</b></a><br>
4- <a href=""/help/?id=94&lang=en"" target=""_self""><b>Measure</b></a><br>
5- <a href=""/help/?id=95&lang=en"" target=""_self""><b>Share</b> drawing / KML</a>",,/help/img/90e.png
91,35,Add symbol,"In main menu item ""Draw & measure on map"" select ""Symbol"". Click the mouse on the desired location to add a symbol.

Once placed, the symbol can be modified (size and icon) and receive a description in HTML format or text (left down window). This description is displayed when the symbol is mouse-clicked while the drawing is shared or displayed through KML. 

Every element can be modified by clicking on it.  Several elements can be selected to be modified/deleted by SHIFT + mouse-clicking on the objects, or deleted by using the options of the scrolling menu ""More..."".","Your drawing is automatically saved for one year. By using this service, you agree the Conditions of Use.",/help/img/91e.png
92,36,Add text,"In main menu item ""Draw & measure on map"" select ""Text"". Click the mouse on the desired location to add text.

Once placed, the text and its colour can be modified (left down window).  

Every element can be modified by clicking on it.  Several elements can be selected to be modified/deleted by SHIFT + mouse-clicking on the objects, or deleted by using the options of the scrolling menu ""More..."".","Your drawing is automatically saved for one year. By using this service, you agree the Conditions of Use.",/help/img/92d.png
93,37,Add line / polygon,"In main menu item ""Draw & measure on map"" select ""Line"". Click the mouse to start the line, the next clicks add new line segments. Double-click to finish.

New points can be added to the drawing: click on a segment and move the new point, then release the mouse to validate its position.
The left down window allows to:
- change the <b>color</b> of the line and give it a <b>description</b> in HTML format or text. This description is displayed when the symbol is mouse-clicked while the drawing is shared or displayed through KML.
- display the drawing's <b>profile</b>
- display the <b>measurements</b> of the line (distance, surface, azimut)

Every element can be modified by clicking on it.  Several elements can be selected to be modified/deleted by SHIFT + mouse-clicking on the objects, or deleted by using the options of the scrolling menu ""More..."".","Your drawing is automatically saved for one year. By using this service, you agree the Conditions of Use.",/help/img/93e.png
94,38,Measure,"In main menu item ""Draw & measure on map"" select ""Measure"". Click the mouse to define the start of the measurement, next clicks to add new line segments or create a surface. Double-click to finish the line or click on the start point to close the surface.

The measurement of distance, surface and profile are automatically displayed.

Every element can be modified by clicking on it.  Several elements can be selected to be modified/deleted by SHIFT + mouse-clicking on the objects, or deleted by using the options of the scrolling menu ""More..."".","Your drawing is automatically saved for one year. By using this service, you agree the Conditions of Use.",/help/img/94e.png
95,39,Share drawing / KML,"In main menu item ""Draw & measure on map"", all drawing elements (symbols, lines, texts) can be:

- <b>Share link</b>: shared with other users (1).
- <b>Admin link</b>: edited later. This link shall be saved, if you need to modify/delete your drawing elements (2).
- <b>Download</b> your drawing elements as a dataset in KML format, by using the option in the scrolling menu ""More...""(3).","Your drawing is automatically saved for one year. By using this service, you agree the Conditions of Use.",/help/img/95e.png
60,40,ADVANCED FUNCTIONS,#,,
62,41,WMS import,"Only WMS services compliant with ""Swiss Projection EPSG 21781"" and following the <a href=""http://www.opengeospatial.org/standards/wms""> WMS OGC Standard</a>  can be displayed. An easy tool to check this is provided by <a href =""//www.geo.admin.ch/internet/geoportal/en/home/services/geoservices/ech0056.html"">Link</a>
Generally the WMS datasets are visible in a given scale, that's why the right portion of the map has to be selected and appropriate scale too.
The displaying speed of WMS datasets and their availability is under responsibility of the service owner.
The WMS datasets can be saved as PDF through the ""Print"" function.
A WMS dataset can be forwarded by email with Permalink ""Link"" function.
Please, follow the use conditions of the WMS service provider.",,/help/img/63d.png
63,42,KML import,"<p>It is now possible to display KML saved online (by using URL) or locally (this fonction is not possible with IE)</p><p>Only KML files without any error can be displayed. These files must be compliant with <a href=""http://opengeospatial.org/standards/kml""><b>the OGC KML format</b></a></p><p>An easy way to check your file is provided by <a href=""http://kmlvalidator.com/home.htm""><b>Link</b></a></p>
<img src=""/help/img/64d.png""><br /><br /><h2>Generating KML file and using it online</h2><p><b>How to create a .kml file</b></p><p><a href=""http://www.swisstopo.admin.ch/internet/swisstopo/de/home/apps/calc/kml.html"">Online KML Generator</a><br>
<a href=""/help/?id=67"">Drawing</a></p></p><p><b>How to publish a .kml file online</b><br />In order to distribute your own KML-files via a stable URL without setting up an own web server you can use the following free services for hosting and distributing:</p><p><b>1. <u>Publish with Google Docs</u></b></p>
<ul><li>Create your account: <a href=""https://docs.google.com"">https://docs.google.com</a></li>
<li>Upload the file: click on the Upload button > Files… </li></ul>
<img src=""/help/img/upload.png"">
<ul><li>In the window ""File Upload"" select your KML file and ""Open""</li> 
<li>In the window ""Upload settings ""Uncheck ""Convert documents, presentations, spreadsheets, and drawings to the corresponding Google Docs format"" and ""Convert text from PDF and image files to Google documents"" and click ""Start upload""</li> 
<li>Select the document by clicking in the checkbox on the left and click on the share button and then on ""Change…"" in the ""Sharing settings"" widows. Select ""Public on the web"" or ""Anyone with the link"" and click ""Save"", copy the ""Link to share"" then ""Done"".</li> </ul>
<img src=""/help/img/sharing.png""><ul><li>Modify the copied Link by changing the word ""leaf"" by ""uc"" between ""https://docs.google.com/"" and ""?id=…"", the link can be use in the ""KML import"" in map.geo.admin.ch</li></ul><p>Example:<br /> 
<a href=""//map.geo.admin.ch/?Y=600769&X=198300.5&zoom=7&bgOpacity=0&bgLayer=ch.swisstopo.pixelkarte-grau&layers=KML||https://docs.google.com/uc?id=0B4uRuJ1hajZmZjJlZDNiMGItNmU0Zi00N2FlLWJiZDItM2UwZDA3YmQwYzk3&hl=fr&layers_opacity=1&layers_visibility=true"">//map.geo.admin.ch/?Y=600769&X=198300.5&zoom=7&bgOpacity=0&bgLayer=ch.swisstopo.pixelkarte-grau&layers=KML||https://docs.google.com/uc?id=0B4uRuJ1hajZmZjJlZDNiMGItNmU0Zi00N2FlLWJiZDItM2UwZDA3YmQwYzk3&hl=fr&layers_opacity=1&layers_visibility=true</a></p><p><b>2. <u>Publish with Dropbox</u></b></p>
<ul><li>Create your account: <a href=""http://www.dropbox.com"">http://www.dropbox.com</a> (You can install it or only use the web interface on this website)</li> 
<li>Move your KML File in the public folder once the file is in your Public folder, simply right-click it once to open a menu. Choose ""Dropbox > Copy public link"" (Dropbox installed on your computer) or ""Copy public link"" (Web interface).(More information about Shared document in Dropbox: <a href=""http://www.dropbox.com/help/16"">http://www.dropbox.com/help/16</a><br>
<li>Modify the copied Link by adding  ""dl=1"": http://dl.dropbox.com/u/44486020/swisstopo.kml?<b>dl=1</b>.</li>
<li>The link can be used in the ""KML import"" in map.geo.admin.ch</li></ul><p>Example:<br /><a href=""//map.geo.admin.ch/?Y=600769&X=198300.5&zoom=7&bgOpacity=0&bgLayer=ch.swisstopo.pixelkarte-grau&layers=KML||http://dl.dropbox.com/u/44486020/swisstopo.kml&layers_opacity=1&layers_visibility=true"">//map.geo.admin.ch/?Y=600769&X=198300.5&zoom=7&bgOpacity=0&bgLayer=ch.swisstopo.pixelkarte-grau&layers=KML||http://dl.dropbox.com/u/44486020/swisstopo.kml&layers_opacity=1&layers_visibility=true</a></p><p><b>3. <u>Publish with Gist</u></b></p><p><a href=""https://gist.github.com/"">Gist</a>, a feature made available by <a href=""https://github.com"">Github</a></p><ul><li>Drag your KML-file into the text field of Gist (1). After that, the code of the KML-file is visible in the text field</li>
<li>Push “Create Public Gist” (2)</li>
<li>Push “Raw” (3)</li>
<li>As visible in (4), an URL with your KML-file has been generated</li>
<li>According to (5) you can now embed the KML-file via the URL in the map viewer. In addition you can create map.geo.admin.ch-permalinks with your KML and share your data with other users or on your own web page.</li></ul>  
<img src=""/help/img/64all.png"">",,/help/img/blank.png
65,43,Compare,"It is possible to compare two datasets. Select ""Compare"" in the Tools and the red cursor will appear on the middle of the map.
<img src=""/help/img/65a_d.png"">
The selected layer in first position is displayed on the left side, all other layers on the right side.
The comparison can easily be done by sliding the red cursor with the mouse:",,/help/img/65d_b.png
68,44,Object information,"To get informations on several obects, trace a recangle with CTRL+ mouse click, all objects included in the rectangle will be collected in a single information window:",,/help/img/68d.png
