id,sort,title,content,legend,image
27,12,Geolokalisierung,"Die Schaltfläche ""Geolokalisierung"" erlaubt es , Ihre Position mittels GPS zu bestimmen. Mit einem ersten Klick, wird diese rot angezeigt und Ihre Position erscheint als roter Punkt auf der Karte. 

Der Pfeil oberhalb des Punktes zeigt die Richtung an, in welche Sie schauen. Wenn Sie Ihr Gerät bewegen, dreht sich der Pfeil. 

<img src=""/help/img/27a_d.png"">


Klicken Sie erneut auf die Schaltfläche ""Geolokalisierung"" wird die Karte entsprechend der Richtung des Gerätes orientiert. Nordrichtung wird durch das Symbol in der oberen rechten Bildschirmecke angezeigt. Um den ""Geolokalisierung"" Modus zu verlassen klicken Sie erneut auf die Schaltfläche. 

<img src=""/help/img/27b_d.png"">",,
28,12,2.5D / (3D ALPHA),"Der Viewer kann auch im 2.5D/3D Modus aktiviert werden. Es können alle 2D Daten über das Terrain Modell gelegt werde – mit entsprechenden Verzerrungen der Karten.  Um diese Funktion zu aktivieren, muss der 2.5D Knopf aktiviert werden. Daten können über die Suche oder den Katalog hinzugefügt werden.<br><br>
 <b>WICHTIG</b>: Diese Funktion steht in einer ALPHA Version , als frühes Entwicklungsstadium zur Verfügung. Die Verfügbarkeit der Version ALPHA kann nicht gewährleistet werden – sie kann unter Umständen deaktiviert werden.<br><br>

<img src=""/help/img/28_d.png"">

<b>Nach oben/unten neigen</b><br>
PC + Mac: Umschalt oder CTRL oder ALT + linke Maustaste + nach unten / oben ziehen<br>
Touch: 
<img style=""border:none !important;"" src=""/help/img/TouchTilt.png""><br>
<i>Neigt den Viewer in Richtung Horizontalsicht / Draufsicht</i><br><br>

<b>Umsehen</b><br>
PC: Strg + linke Maustaste + ziehen<br>
Mac: Befehlstaste + Maustaste + ziehen<br>
Touch: 
<img style=""border:none !important;""  src=""/help/img/TouchRotate.png""><br>
<i>Die Perspektive zeigt in eine andere Richtung, so als ob Sie Ihren Kopf nach oben, unten, links oder rechts drehen würden.</i><br><br>

<b>Heranzoomen/Herauszoomen</b><br>
PC + Mac: Mausrad oder rechte Maustaste + nach unten / oben ziehen<br>
Touch:
<img style=""border:none !important;""  src=""/help/img/TouchZoom.png""><br>
<i>Zoomt den Viewer heran und heraus.</i><br><br>

<b>Nach links/rechts verschieben</b><br>
PC + Mac: Linkspfeil / Rechtspfeil oder linke Maustaste + nach links / rechts ziehen<br>
Touch: Mit einem Finger links / rechts ziehen <br><br>

<b>Vorwärts/rückwärts verschieben</b><br>
PC + Mac: Vorwärtspfeil / Rüchwärtspfeil oder linke Maustaste + nach vorne / rückwärts ziehen<br>
Touch: Mit einem Finger vorwärts / rückwärts ziehen<br>",,/help/img/blank.png
30,13,AUSWAHL & ANZEIGE VON DATEN,#,,
31,14,Suche nach Daten (Volltextsuche),"Mit der ""Suche"" können Sie Suchbegriffe eingeben (z.B. ""Moor"", ""Strasse"", ""Erdbeben"" usw.) und nach Beschreibungen aller zentral verfügbaren elektronischen Geodaten suchen. Wenn Sie ein Resultat auswählen, wird es direkt im Kartenviewer dargestellt.",,/help/img/31d.png
32,15,Suche nach Daten (Verzeichnisstruktur),"Unter ""Thema wechseln"" finden Sie ein nach Themen gegliedertes Verzeichnis aller digitalen Geodaten, die zentral verfügbar sind. Wenn Sie Datensätze auswählen, werden sie direkt im Kartenviewer angezeigt.",,/help/img/32d.png
33,16,Ändern des Kartenhintergrundes,"Für den Kartenhintergrund gibt es die Landeskarte in Farbe, Schwarz-Weiss, Luftbild oder ohne Hintergrund.",,/help/img/33d.png
34,17,Ändern der Transparenz der Datensätze,Klicken Sie auf Symbol (1). Die Transparenz der ausgewählten Datensätze kann durch das verschieben des Horizontalen Reglers individuell angepasst werden.,,/help/img/34d.png
35,18,Ändern der Reihenfolge der Datensätze,Klicken Sie auf Symbol (1). Die Reihenfolge der ausgewählten Datensätze kann durch aktivieren der Pfeile (2) angepasst werden.,,/help/img/35d.png
36,19,Entfernen der Datensätze,Die ausgewählten Datensätze können über die Funktion (1) aus der Liste und Kartenansicht entfernt werden.,,/help/img/36d.png
37,20,Anzeigen der Zusatzinformationen,Folgende Zusatzinformationen können über die Auswahl und Katalog zu einem Datensatz abgerufen werden: Gueltiger Massstabsbereich Metadaten Detailbeschreibung Datenbezug Thematisches Geoportal WMS Dienst Datenstand.,,/help/img/37d.png
38,21,Detailinformationen von Kartenelement,"Sofern vorhanden, können bei Vektordatensätze (Punkt, Linien, Polygon) die Attribute der einzelnen Kartenelemente durch einen einfachen Mausklick abgerufen werden. Bei mehreren übereinanderligenden Datensätzen werden alle unter der Maus liegenden Elemente angezeigt und hervorgehoben.",,/help/img/38d.png
39,22,Datenbezug,"Die Daten, die im Kartenfenster angezeigt werden, können, falls vom entsprechenden BA vorgesehen direkt bei deisem bezogen werden. Über den info Knopf wird das Info Fenster zu einem ausgewähltem Datensatz geöffnet. Der Link Datenbezug führt zur jeweiligen Bezugsstelle.",,/help/img/39d.png
40,23,Luftbilder,"Mit der Anwendung LUBIS Viewer  unter <a href=""http://map.lubis.admin.ch""> map.lubis.admin.ch</a> können alle in der Luftbild-Datenbank von swisstopo erfassten Luftbilder und Luftbildstreifen gesucht, ausgewählt und bestellt werden. In der Datenbank werden laufend neue Luftbildstreifen und historische Bilder ergänzt. Die Daten in der Anwendung werden jeweils zu Beginn von jedem Quartal aktualisiert. 
Allgemeine Informationen zu den Luftbildern von swisstopo finden Sie unter folgendem <a href=""http://www.swisstopo.admin.ch/internet/swisstopo/de/home/products/images/aerial.html"">Link</a>

1. Starten Sie die Applikation über <a href=""http://map.lubis.admin.ch"">map.lubis.admin.ch</a>. 

2. Suche  nach Ort oder Koordinate

<img src=""/help/img/luft2.png"" />

3. Bildtyp wählen (schwarz/weiss, Farbe, Infrarot, Bildstreifen). 
4. Suche nach Aufnahmejahr: wird mit Knopf <b1>""Zeit""<b2> aktiviert.

<img src=""/help/img/luft3.png"" />

5. Beim Anklicken eines Einzelbildes (Punkt) oder Luftbildstreifens (Linie) wird:
- die Bildabdeckung in Gelb angezeigt.
- in einem Fenster die Bildinformationen (Vollansicht/Datenblatt) und Bestellmöglichkeit eingeblendet.
	
<img src=""/help/img/luft4.png"" />

Eine detaillierte Anleitung finden Sie in untenstehendem Dokument:

<iframe src=""https://docs.google.com/presentation/d/1xiLNEWj0DaCbjNiInNxvn2qapFhpSBjCaZfT_BGMlic/embed?start=false&loop=false&delayms=5000"" frameborder=""0"" width=""570"" height=""456"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",,/help/img/blank.png
45,24,Luftfahrt,"Pilotinnen und Piloten informieren sich im Rahmen der Flugvorbereitung in WeGOM (Web-GIS Obstacle Map) über den aktuellen Stand der zu publizierenden Luftfahrthindernisse nach VIL Art. 63 Abs. a/b. <br><br>Als digitale, interaktive Luftfahrthinderniskarte zeigt WeGOM die wöchentlich aktualisierte Hindernissituation. Weitere luftfahrtspezifische Datenebenen wie die Schutzgebiete gemäss Art. 19 der Aussenlandeverordnung (AuLaV) oder die Luftfahrtkarten können bei Bedarf ebenfalls eingeblendet werden.<br><br><iframe src=""https://docs.google.com/presentation/d/1pJY4HxJOr7TyXIBMB8NXae53DacFqd3hi5XuIG6I8V8/embed?start=false&loop=false&delayms=5000"" frameborder=""0"" width=""570"" height=""456"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",,/help/img/blank.png
41,25,Ausdrucken,"Die Anwendung kann die Hauptkarte und Hintergrunddatensätze und die für deren Verständnis nötigen Elemente ( Massstab, usw.) als pdf-Dateien guter Qualität ausgeben. Diese Dateien können sodann gespeichert oder ausgedruckt werden. Die Funktion ""Drucken"" lässt ein Dialogfenster erscheinen, wo die Parameter für die Erzeugung der A4 pdf-Datei gewählt werden können. Diese Parameter sind der Kartenmasstab und A4/A3 Orientierung. Der Druckbereich der Karte wird Rot hervorgehoben und kann mit der Maus verschoben werden. Die Legende kann über den Info Button des jeweiligen Datensatzes ausgedruckt werden Achtung: pdf-Dateien ist mehrere MByte gross. Ihre Übermittlung, vor allem über Leitungen mit geringer Leistung, beansprucht infolgedessen viel Zeit.","<b>Legende:</b> Legenden aller aktivierter Datensätze werden auf einer zweiten Seite hinzugefügt.
<b>Koordinatennetz:</b> Überlagern eines WGS84 und Schweizer Landeskoordinaten Gitters.
<b><i>Optional</i> Zeitreihen:</b> Für Datensätze die über mehrere Zeitstände verfügen: für jeden Zeitstand des Kartenmittelpunktes wird eine neue PDF Seite erstellt.",/help/img/41d.png
42,26,Zeitregler,"Einige Geodaten können nach der Zeit gefiltert werden. Diese Datensätze werden durch das ""Zeit"" Symbol, das auf den Viewer auf der rechten Seite angezeigt wird identifiziert.<br>
<img src=""/help/img/42d.png""><br>

1. Wählen Sie  ein <b>Raster Datensatz</b> (z. B. „Zeitreise –Kartenwerke“) oder <b>Vektor Datensatz</b> (z.B. „Luftbilder swisstopo farbig“).<br>
2. Das Icon <b>„Zeit“</b> erscheint rechts:
- Im Falle <b>Raster Datensatz</b> ist es in der Grundeinstellung aktiviert: Der Zeitregler erscheint und der aktuellste Datensatz wird angezeigt.
- Im Falle <b>Vektor Datensatz</b> ist es in der Grundeinstellung deaktiviert: Die Daten aller Jahre werden angezeigt. Bei der Aktivierung des Icon „Zeit“ erscheint der Zeitregler und nur die Daten des aktuellsten Jahres werden dargestellt.<br>
3. Mittels  des <b>Zeitregler</b> können Sie ein Datensatz zu einem bestimmten Jahr auswählen.<br>
4. Das ausgewählte Jahr wird zusätzlich auch im Auswahlfenster dargestellt.",,/help/img/blank.png
43,27,Zeit kopieren/vergleichen,"1) Wählen Sie einen Raster Datensatz (z. B. „Zeitreise –Kartenwerke“) oder Vektor Datensatz (z.B. „Luftbilder swisstopo farbig“).
2) Kopieren Sie diesen Datensatz durch klicken auf dem <b>""Kopieren""</b> Icon : der duplizierte Datensatz wird im Auswahlfenster dargestellt.
3) Öffnen Sie das <b>Zeit-Auswahlfenster</b> durch Klicken auf das Datensatzjahr (in rot) und wählen Sie das gewünschte Jahr für jeden Datensatz.

4) Vergleichen Sie diese zwei Datensätze mit dem Transparenz-Reiter des oberen Layers oder mit der <b>""Vergleichen""</b> Funktion in ""Werkzeuge"".

<img src=""/help/img/43d_1.png"">

<img src=""/help/img/43d_2.png"">",,/help/img/blank.png
44,28,Objekte selektieren ,"<ol type=""1""><li>Datensatz aus dem Thema « Luftfahrt » auswählen (z.B. Luftfahrthindernisse). Alle Datensätze deren Attribute abfragbar sind, können in diesem Werkzeug genutzt werden. <a href=""//api3.geo.admin.ch/api/faq/index.html#which-layers-are-searchable"" target=""_blank"">Hier eine Übersicht über diese Datensätze</a>.</li>
<li>Unter den Werkzeugen « Objekt-Information » wählen</li>
<li>Um alle Objekte (maximal 200!) in einem bestimmten Kartenperimeter zu selektieren, mit CTRL (cmd für Mac) + linker Maustaste ein Rechteck über die Karte ziehen</li><br /><img src=""/help/img/44a_d.png""><br /><br /><b><u>Selektieren anhand von Datumsfeldern oder numerischen Attributen</u></b><br /><br /><li>Die Objekte können mit vordefinierten oder benutzerdefinierten <b>Abfragen</b> durchsucht werden</li>
<li>Die Abfrageparameter werden mit der Auswahl eines Datensatzes,</li>
<li>eines <b>Attributs</b> und eines <b>Operators</b>,</li>
<li>und mit Eingabe eines <b>Wertes</b> dieses Attributs (Zahl oder Datum).</li>
<li>Es können mehrere Abfragen mit einer AND Operation kombiniert werden</li><br />Zum Schluss « Suchen » clicken und die der Abfrage entsprechenden Objekte werden in der Karte selektiert und in der Resultateliste aufgeführt. Es können maximal 200 resultierende Objekte angezeigt werden.<br /><br /><img src=""/help/img/44b_d.png""><br /><br /><b><u>Selektieren anhand von Attributausprägungen (Domänen)</u></b><br />
Es kann auch nach Attributen mit Ausprägungen (Domänen wie zum Beispiel der Status bei den Luftfahrthindernissen) gesucht werden.<br /><br /><li>Auswahl z.B. des Attributs « Status » aus der Liste</li>
<li>Alle <b>möglichen Ausprägungen</b> anzeigen lassen</li>
<li>Operator wählen  « ilike » =  oder « not ilike » !=</li></ol>Zum Schluss « Suchen » clicken und die der Abfrage entsprechenden Objekte werden in der Karte selektiert und in der Resultateliste aufgeführt. Es können maximal 200 resultierende Objekte angezeigt werden.",,/help/img/blank.png
50,29,VERLINKUNG & EINBINDEN,#,,
52,30,Kartendarstellung abspeichern/versenden/iFrame,"<b>Aktuelle Kartendarstellung abspeichern oder per e-mail weiterversenden</b>

Über die Funktion ""Karte einbinden"" kann die aktuelle Darstellungen (Datensätze, Ort, Zoomstufe) als Link (URL) kopiert, abgespeichert und als e-mail oder andere Soziale Medien weiterversendet werden.<br>
<img src=""/help/img/52d_1.png""><br>
<b>Integration Karte in eine website mittels iFrame</b>

Der HTML code für die Integration in ihre website wird automatisch generiert. Über „mehr anzeigen“  kann die Grösse des Kartenfensters angepasst werden. Es genügt, den generierten code in den source code ihrer website zu kopieren.<br>
<img src=""/help/img/52d_2.png""><br>
Der Code unseres Beispiels:
<p class=""test"" style=""text-align: left;font-style: italic; color: #069;"">&lt;iframe src='//map.geo.admin.ch/embed.html?X=171954.23&Y=640698.99&zoom=3&lang=de&topic=ech&bgLayer=ch.swisstopo.pixelkarte-grau' width='400' height='300' frameborder='0' style='border:0'&gt;&lt;/iframe&gt;</p>
ergibt das folgende Resultat:<br>
<iframe src='//map.geo.admin.ch/embed.html?X=171954.23&Y=640698.99&zoom=3&lang=de&topic=ech&bgLayer=ch.swisstopo.pixelkarte-grau' width='400' height='300' frameborder='0' style='border:0'></iframe>
",,/help/img/blank.png
53,31,Kartenelement abspeichern/weiterversenden,"<b>Link zu Kartenelement abspeichern oder per e-mail weiterversenden</b>

Sofern vorhanden, kann bei Vektordatensätze (Punkt, Linien, Polygon) direkt ein Link (URL) zu Attribute eines Datensatzes generiert werden. Über ""Anzeigen der Detailinformationen eines Kartenelementes"" wir als letzte Informationseinheit eine URL angegeben. Diese kann direkt verwendet werden oder bei Doppelklick öffnet sich ein neues Fenster das auf das entsprechende Element zentriert ist. Über ""Karte einbinden"" lässt sich nun ebenfalls die aktuelle Kartendarstellung abspeichern oder per e-mail weiterversenden.",,/help/img/53d.png
